primaryTumorLocation,cancerSubType,biopsySite,biopsyLocation,biopsyType
Small intestine,NET,"liver","segment 4",Liver
Small intestine,NET,"liver","segment 5",Liver
Small intestine,NET,"liver","segment 6",Liver
Small intestine,NET,"liver","segment 8",Liver
Small intestine,NET,"liver","uk",Liver
Small intestine,NET,"liver","unknown",Liver
Small intestine,NET,"lymph node","left axilla",Lymph node
Small intestine,NET,"lymph node","subclavular left",Lymph node
Small intestine,NET,"ovarium","both sides",Ovary
Small intestine,NET,"primary","coecum",Small intestine
Small intestine,NET,"primary","colon",Small intestine
Small intestine,NET,"primary","ileocoecal",Small intestine
Small intestine,NET,"primary","ileum coecum",Small intestine
Small intestine,NET,"primary","ileum",Small intestine
Small intestine,NET,"primary","jejunum",Small intestine
Small intestine,NET,"primary","small intestine and mestenterium",Small intestine
Small intestine,NET,"primary","small intestine",Small intestine
Small intestine,NET,"primary","terminal ileum",Small intestine
Small intestine,NET,"small intestines","last part ileum",Small intestine
Small intestine,NET,"soft tissue","lower left peritoneal abdomen",Abdomen/Abdominal wall
Small intestine,NET,"subcutaneous nodus","abdominal wall",Abdomen/Abdominal wall
Small intestine,Other,"liver","metastasis",Liver
Small intestine,Other,"liver","right",Liver
Small intestine,Other,"pericardiale laesie","pericardiale laesie",Abdomen/Abdominal wall
Stomach,,"abdominal","wall",Abdomen/Abdominal wall
Stomach,,"belly button","metastasis",Abdomen/Abdominal wall
Stomach,,"clavicula","subclaviculair left",Thorax/Thorax wall
Stomach,,"esophagus/stomach","cardia",Stomach
Stomach,,"gastric antrum","null",Stomach
Stomach,,"liver","left liver lobe",Liver
Stomach,,"liver","left liverlobe",Liver
Stomach,,"liver","metastatis",Liver
Stomach,,"liver","right lobe",Liver
Stomach,,"liver","segment 2",Liver
Stomach,,"liver","segment 4",Liver
Stomach,,"liver","segment 5",Liver
Stomach,,"liver","segment 6",Liver
Stomach,,"liver","segment vi",Liver
Stomach,,"lymph node","abdominal",Lymph node
Stomach,,"lymph node","cervical level 3 left side",Lymph node
Stomach,,"lymph node","para aortic ventral upper abdomen, cranial of pancreas",Lymph node
Stomach,,"neck lymph node","neck",Lymph node
Stomach,,"primary","proximal oesophagus",Esophagus
Stomach,,"primary","stomach",Stomach
Stomach,,"stomach","angulus",Stomach
Stomach,,"stomach","corpus curvatura minor",Stomach
Stomach,,"stomach","stomach",Stomach
Stomach,,"stomach","unknown",Stomach
Stomach,Cardia,"liver","left lobe",Liver
Stomach,Gastric Carcinoma,"liver","liver, no details available",Liver
Stomach,Gastric,"liver","metastasis",Liver
Stomach,Gastric,"liver","right liver lob",Liver
Stomach,Gastric,"stomach","stomach",Stomach
Stomach,Other,"sacrum","mass dorsal sacrum",Bone
Urinary tract,Bladder,"abdominal wall","right kwadrant of lower abdomen",Abdomen/Abdominal wall
Urinary tract,Bladder,"armpit","left",Lymph node
Urinary tract,Bladder,"bladder","bladder",Bladder
Urinary tract,Bladder,"bone","iliac crest",Bone
Urinary tract,Bladder,"bone","os ileum",Bone
Urinary tract,Bladder,"bone","os ischium right",Bone
Urinary tract,Bladder,"bone","xiphoid process",Bone
Urinary tract,Bladder,"bottom","subcutaneous",(Sub)cutane
Urinary tract,Bladder,"cutaneous lesion","right fronto parietal",(Sub)cutane
Urinary tract,Bladder,"intra abdominal","mass between musculus psoas and musculus quadratus lumborum left",Abdomen/Abdominal wall
Urinary tract,Bladder,"liver","left lobe",Liver
Urinary tract,Bladder,"liver","left side",Liver
Urinary tract,Bladder,"liver","liver parenchyma right ventral",Liver
Urinary tract,Bladder,"liver","right liver lob",Liver
Urinary tract,Bladder,"liver","right liver lobe",Liver
Urinary tract,Bladder,"liver","right liverlobe lateral",Liver
Urinary tract,Bladder,"liver","right",Liver
Urinary tract,Bladder,"liver","segment 2",Liver
Urinary tract,Bladder,"liver","segment 2/3",Liver
Urinary tract,Bladder,"liver","segment 4a",Liver
Urinary tract,Bladder,"liver","segment 4a/8",Liver
Urinary tract,Bladder,"liver","segment 5",Liver
Urinary tract,Bladder,"liver","segment 6",Liver
Urinary tract,Bladder,"liver","segment 8",Liver
Urinary tract,Bladder,"lung","left lower lobe",Lung
Urinary tract,Bladder,"lymph node","axilla",Lymph node
Urinary tract,Bladder,"lymph node","axillair left",Lymph node
Urinary tract,Bladder,"lymph node","axillar left side",Lymph node
Urinary tract,Bladder,"lymph node","inguinaal",Lymph node
Urinary tract,Bladder,"lymph node","inguinal left",Lymph node
Urinary tract,Bladder,"lymph node","inguinal",Lymph node
Urinary tract,Bladder,"lymph node","left groin",Lymph node
Urinary tract,Bladder,"lymph node","left ilacal",Lymph node
Urinary tract,Bladder,"lymph node","left inguinalis",Lymph node
Urinary tract,Bladder,"lymph node","lymfe node on the right side of the bladder",Lymph node
Urinary tract,Bladder,"lymph node","lymph node neck",Lymph node
Urinary tract,Bladder,"lymph node","lymph node pararectal",Lymph node
Urinary tract,Bladder,"lymph node","neck",Lymph node
Urinary tract,Bladder,"lymph node","para iliac left",Lymph node
Urinary tract,Bladder,"lymph node","para-aortal",Lymph node
Urinary tract,Bladder,"lymph node","para-iliac left lymph node",Lymph node
Urinary tract,Bladder,"lymph node","parailiacal",Lymph node
Urinary tract,Bladder,"lymph node","parailliacal",Lymph node
Urinary tract,Bladder,"lymph node","paraortal left",Lymph node
Urinary tract,Bladder,"lymph node","retro-peritoneal",Lymph node
Urinary tract,Bladder,"lymph node","retroclavicular left",Lymph node
Urinary tract,Bladder,"lymph node","right axilla",Lymph node
Urinary tract,Bladder,"lymph node","right groin",Lymph node
Urinary tract,Bladder,"lymph node","supraclaviculair",Lymph node
Urinary tract,Bladder,"lymph node","supraclavicular left",Lymph node
Urinary tract,Bladder,"omentum","supra umbilical",Peritoneum/Omentum
Urinary tract,Bladder,"peritoneum","abdomen metastsis",Peritoneum/Omentum
Urinary tract,Bladder,"peritoneum","caracolic left",Peritoneum/Omentum
Urinary tract,Bladder,"peritoneum","omental",Peritoneum/Omentum
Urinary tract,Bladder,"peritoneum","omentum cake",Peritoneum/Omentum
Urinary tract,Bladder,"sigmoid","sigmoid",Colon/Rectum
Urinary tract,Bladder,"soft tissue mass","left shoulder blade",Bone
Urinary tract,Bladder,"soft tissue","pelvis area",Bone
Urinary tract,Bladder,"subcutis","left thoracal",(Sub)cutane
Urinary tract,Bladder,"urinary tract","bladder",Bladder
Urinary tract,Other,"abdomen","ventral right",Abdomen/Abdominal wall
Urinary tract,Other,"brain","lesion os frontale left paramedian frontal",Bone
Urinary tract,Other,"liver","left lobe",Liver
Urinary tract,Other,"liver","segment 5",Liver
Urinary tract,Other,"liver","segment 6",Liver
Urinary tract,Other,"lung","lingula",Lung
Urinary tract,Other,"lymph node","axillair right",Lymph node
Urinary tract,Other,"lymph node","liver",Lymph node
Urinary tract,Other,"lymph node","right para-iliacal",Lymph node
Urinary tract,Other,"unknown","most likely subcarinal node",Lymph node
Urinary tract,Pyelum,"kidney","kidney right",Kidney
Urinary tract,Pyelum,"liver","segment 2",Liver
Urinary tract,Pyelum,"liver","segment 7 + 8",Liver
Urinary tract,Pyelum,"liver","segment v",Liver
Urinary tract,Pyelum,"lung","left",Lung
Urinary tract,Pyelum,"lung","unknown",Lung
Urinary tract,Pyelum,"lymph node","lymph node neck",Lymph node
Urinary tract,Pyelum,"lymph node","neck",Lymph node
Urinary tract,Pyelum,"lymph node","retrocaval",Lymph node
Urinary tract,Pyelum,"peritoneal deposition","the medianline, under the left liver lob",Peritoneum/Omentum
Urinary tract,Pyelum,"peritoneum","mass retro peritoneal left",Peritoneum/Omentum
Urinary tract,Unknown,"lymph node","left groin",Lymph node
Urinary tract,Urethra,"liver","central lesion",Liver
Urinary tract,Urethra,"liver","left",Liver
Urinary tract,Urethra,"liver","segment 6",Liver
Urinary tract,Urethra,"lymph node","inguinal right",Lymph node
Urinary tract,Urethra,"lymph node","supraclavicular left",Lymph node
Urinary tract,Urethra,"lymph node","supraclavicular",Lymph node
Urinary tract,Urethra,"lymph node","uterus",Lymph node
Uterus,Cervical,"abdomen right","subcutaneous",Abdomen/Abdominal wall
Uterus,Cervical,"abdominal wall","subcutis scartissue from abdominal wall of laparotomy",Abdomen/Abdominal wall
Uterus,Cervical,"cervix","cervix",Uterus
Uterus,Cervical,"kidney","kidney",Kidney
Uterus,Cervical,"left para vertebral mass","on level of th12",Abdomen/Abdominal wall
Uterus,Cervical,"liver","left side",Liver
Uterus,Cervical,"liver","peritoneal lesion",Liver
Uterus,Cervical,"liver","segment 3",Liver
Uterus,Cervical,"liver","segment 4",Liver
Uterus,Cervical,"lymph node","iliac communis right",Lymph node
Uterus,Cervical,"lymph node","lymphnode supraclavicular",Lymph node
Uterus,Cervical,"lymph node","presacral",Lymph node
Uterus,Cervical,"lymph node","retroperitoneal",Lymph node
Uterus,Cervical,"lymph node","right scapular",Lymph node
Uterus,Cervical,"lymph node","supraclaviculair left side",Lymph node
Uterus,Cervical,"lymph node","supraclavicular left",Lymph node
Uterus,Cervical,"lymph node","supraclavicular",Lymph node
Uterus,Cervical,"pelvis","mass small pelvis",Bone
Uterus,Cervical,"pelvis","small pelvis left",Bone
Uterus,Cervical,"peritoneum","left upper quadrant",Peritoneum/Omentum
Uterus,Cervical,"primary","viginal top",Uterus
Uterus,Cervical,"retroperitoneal","mass left para-aortal",Lymph node
Uterus,Cervical,"retroperitoneum","retroperitoneal mass",Abdomen/Abdominal wall
Uterus,Cervical,"sarcoma","right scapula",Bone
Uterus,Cervical,"soft tissue","soft tissue ramus inferior os pubis",Bone
Uterus,Cervical,"vulva","vulva",Uterus
Uterus,Endometrial,"abdomen","abdominal tissue",Abdomen/Abdominal wall
Uterus,Endometrial,"abdomen","mass under right",Abdomen/Abdominal wall
Uterus,Endometrial,"abdominal","omental cake",Peritoneum/Omentum
Uterus,Endometrial,"liver","null",Liver
Uterus,Endometrial,"liver","right lob",Liver
Uterus,Endometrial,"liver","segment 4",Liver
Uterus,Endometrial,"liver","segment 5",Liver
Uterus,Endometrial,"liver","ventral in liver",Liver
Uterus,Endometrial,"lung","left upper lobe",Lung
Uterus,Endometrial,"lymph node","axiila right side",Lymph node
Uterus,Endometrial,"lymph node","left supraclaviculair",Lymph node
Uterus,Endometrial,"lymph node","paraspinal/para-aortal left",Lymph node
Uterus,Endometrial,"musculus rectus abdominis","left",Muscle
Uterus,Endometrial,"peritoneum","omental cake left",Peritoneum/Omentum
Uterus,Endometrial,"peritoneum","omental cake",Peritoneum/Omentum
Uterus,Endometrial,"primary","endometrium",Uterus
Uterus,Endometrial,"psoas left","abdominal mass",Abdomen/Abdominal wall
Uterus,Endometrial,"thoracal wall","right",Thorax/Thorax wall
Uterus,Endometrial,"vagina","subepithelial",Vagina
Uterus,Endometrial,"vagina","vagina top",Vagina
Uterus,Other,"caudaal below liver","laesie caudaal belowliver",Abdomen/Abdominal wall
Uterus,Other,"lung","right upper lobe",Lung
Uterus,Other,"peritoneum","central in stomach",Peritoneum/Omentum
Uterus,Tuba,"skin","abdominal wall",Abdomen/Abdominal wall
